place_id,name,brand,cre_id,category,address_street,x,y
5991,RAUL HERIBERTO HERNANDEZ PRIOR,PEMEX,PL/4885/EXP/ES/2015,GAS_STATION,Carretera Llano de En Medio Benito Juárez S/N,-98.02258,20.78147
5992,COPAA ADMINISTRACION SA DE CV,PEMEX,PL/4335/EXP/ES/2015,GAS_STATION,Avenida 20 de Noviembre No. 1761,-99.4974,27.48398
5993,VICTOR MANUEL CORONA OCHOA,PEMEX,PL/4734/EXP/ES/2015,GAS_STATION,Km 13 Jiquilpan-Manzanillo,-102.8028,19.99488
5994,SINERGIA DE ENERGETICOS S.A. DE C.V.,PEMEX,PL/4929/EXP/ES/2015,GAS_STATION,Km 119 Carretera Fed. Mex-Pue S/N,-98.31277,19.07073
5995,"Gasolinera del Valle de Zamora, S.A. de C.V.",PEMEX,PL/3431/EXP/ES/2015,GAS_STATION,Carretera Federal No. 15 Tramo Morelia-Zamora Km 137,-102.2403,19.93692
5996,LUBRIGAS DE PUEBLA SA DE CV,PEMEX,PL/3462/EXP/ES/2015,GAS_STATION,Camino a Tlaltepango 10601,-98.17898,19.0867
5997,GASOLINERA LA MINA SA DE CV,PEMEX,PL/3302/EXP/ES/2015,GAS_STATION,Avenida Lázaro Cárdenas No. 209,-110.977,29.05237
5998,"GRUPO PARRILLA, S.A. DE C.V.",PEMEX,PL/3785/EXP/ES/2015,GAS_STATION,Carretera Villahermosa Teapa Km 10+200,-92.91193,17.91873
5999,SERVICIOS FAYAD S.A. DE C.V.,PEMEX,PL/3358/EXP/ES/2015,GAS_STATION,Carretera Tamazunchale - Huejutla Km 25.0,-98.60098,21.17412
6000,JAVIER GUZMAN JIMENEZ,PEMEX,PL/4629/EXP/ES/2015,GAS_STATION,Carretera Federal Puebla Nautla Km 122,-97.52562,19.81487
6001,"GAS HUINALA, S.A. DE C.V.",PEMEX,PL/4294/EXP/ES/2015,GAS_STATION,Avenida Rodrigo Gomez No. S/N,-100.3428,25.72147
6002,MARIO HERRERA OROPEZA,PEMEX,PL/3685/EXP/ES/2015,GAS_STATION,Carretera a Perote No. 264,-97.35585,19.7981
6003,ENERGETICOS LOPEZ MATEOS SA DE CV,PEMEX,PL/4672/EXP/ES/2015,GAS_STATION,Avenida Adolfo López Mateos No. 1002 A,-100.2139,25.69071
6004,"SUPER SERVICIO CALPULLI, S.A. DE C.V.",PEMEX,PL/4375/EXP/ES/2015,GAS_STATION,Carretera Calpulalpan - Apan 116,-98.57319,19.59545
6005,DISTRIBUIDORA DE COMBUSTIBLES KARZO S DE RL DE CV,PEMEX,PL/4678/EXP/ES/2015,GAS_STATION,Diagonal Cuauhtemoc Y 20 S/N,-97.51702,25.87606
6006,"COMERCIALIZADORA DE INSUMOS, PRODUCTOS Y SERVICIOS AGROPECUARIOS, S.A. DE C.V.",PEMEX,PL/3810/EXP/ES/2015,GAS_STATION,Libramiento No. 100 Entre Brecha 115 Y Brecha 116,-98.05318,25.97199
6007,"COMBUSTIBLES DE YUCATAN, S.A. DE C.V.",PEMEX,PL/4020/EXP/ES/2015,GAS_STATION,Mz. 34 Lt. 1 N. Catastral 15679,-89.56081,20.95039
6008,ESTACION DE SERVICIO DIMA S.A. DE C.V.,PEMEX,PL/3597/EXP/ES/2015,GAS_STATION,Santiago Vidaurri No. 100,-115.4494,32.58888
6009,REFORMA GASOLINERA SA DE CV,PEMEX,PL/3996/EXP/ES/2015,GAS_STATION,Avenida Reforma S/N,-110.9703,29.11188
6010,"SERVICIO VALLES DE SANTO DOMINGO, S. A. DE C. V.",PEMEX,PL/4859/EXP/ES/2015,GAS_STATION,Avenida Santo Domingo No. 1429,-100.2624,25.75225
6011,GERARDO XAVIER DE HOYOS PERALES,PEMEX,PL/4445/EXP/ES/2015,GAS_STATION,Hidalgo No. 702 Sur,-100.9178,28.48603
6012,SERVICIO EL PIMO S.A. DE C.V.,PEMEX,PL/4350/EXP/ES/2015,GAS_STATION,Carretera Guadalajara-La Piedad Km 62,-102.8071,20.55268
6013,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PEMEX,PL/4072/EXP/ES/2015,GAS_STATION,Avenida 5 No. 287 A,-99.10832,19.36796
6014,"SERVICIO BERNARDO REYES, S.A. DE C.V.",PEMEX,PL/3385/EXP/ES/2015,GAS_STATION,Avenida Bernardo Reyes No. 2122 Norte,-100.325,25.69621
6015,SERVICIO AGUIMEX SA DE CV,PEMEX,PL/4814/EXP/ES/2015,GAS_STATION,Fedor Dostoyevsky No. 1712,-106.1134,28.72876
6016,"Estación de Servicio Caribe Real, S.A. de C.V.",PEMEX,PL/4050/EXP/ES/2015,GAS_STATION,Avenida Felipe Carrillo Puerto S.215 M.01 Lt.158-04 Entre Avenida Chaac Mool Y Agustín Melgar,-86.87441,21.17453
6017,"COMBUSTIBLES DE YUCATAN, S.A. DE C.V.",PEMEX,PL/4014/EXP/ES/2015,GAS_STATION,Calle 18 Norte No. 302,-89.59332,20.93975
6018,ESTACIONES DE SERVICIO S.A. DE C.V.,PEMEX,PL/4418/EXP/ES/2015,GAS_STATION,Carretera México-Pachuca Km 77+600,-98.81083,20.02253
6019,SERVICIO VILLAGRAN SA DE CV,PEMEX,PL/4534/EXP/ES/2015,GAS_STATION,5 de Mayo No. 2,-100.994,20.50879
6020,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,PEMEX,PL/3632/EXP/ES/2015,GAS_STATION,Calle 20 de Noviembre Esquina Calle 5 de Febrero,-98.76922,19.12966
6021,"Gasolina y Lubricantes del Valle, SA de CV",PEMEX,PL/3623/EXP/ES/2015,GAS_STATION,Carretera Huajuquilla - Nayarit Km 36.25,-104.0622,22.65368
6022,SERVICIOS PABA SA DE CV,PEMEX,PL/4647/EXP/ES/2015,GAS_STATION,Avenida El Dorado No. 544 Norte,-107.3657,24.81154
6023,"SERVICIO GUZMAN Y GONZALEZ, S.A. DE C.V.",PEMEX,PL/4726/EXP/ES/2015,GAS_STATION,Avenida Miguel Aleman Y Aquiles Serdan S/N,-106.4199,23.19669
6024,HIDROCARBUROS OPTIMOS SA DE CV,PEMEX,PL/3479/EXP/ES/2015,GAS_STATION,Boulevard Esteban de Antunano No. 1347,-98.23887,19.08309
6025,EXPRESS SAN RAFAEL SA DE CV,PEMEX,PL/3957/EXP/ES/2015,GAS_STATION,Carretera Federal Central 57 Km 178,-100.5453,25.02234
6026,COMBUSTIBLES DE LA BAHIA S.A. DE C.V.,PEMEX,PL/4345/EXP/ES/2015,GAS_STATION,Boulevard Francisco Medina Ascencio No. 4572,-105.2409,20.68311
6027,"MULTISERVICIOS LA CENTRAL 57, S.A. DE C.V.",PEMEX,PL/3409/EXP/ES/2015,GAS_STATION,Carretera 57 Km 135 Tramo San Luis Potosi-Matehuala,-100.5241,23.16616
6028,SUPRAGAS S.A DE C.V,PEMEX,PL/3490/EXP/ES/2015,GAS_STATION,Centenario No. 1303,-105.1656,27.6846
6029,"SERVICIO CERRITOS, S.A. DE C.V.",PEMEX,PL/3765/EXP/ES/2015,GAS_STATION,Avenida Vicente Guerrero No. 600 Esquina Nueva Francia,-99.22955,18.94899
6030,GASOLINERA DIECIOCHO DE MARZO SA,PEMEX,PL/3486/EXP/ES/2015,GAS_STATION,Avenida Jesús Gonzalez Gallo No. 3250,-103.3214,20.62577
6031,ELENA RAMIREZ RAMIREZ,PEMEX,PL/4131/EXP/ES/2015,GAS_STATION,Boulevard Morelos S/N,-98.27993,26.08184
6032,GASOLINERA JUAREZ Y COMPAÑIA S.A. DE C.V.,PEMEX,PL/3238/EXP/ES/2015,GAS_STATION,Calzada de Guadalupe No. 1195,-100.9703,22.13491
6033,SERVICIO DE GASOLINERIA LEPACABA SA DE CV,PEMEX,PL/4262/EXP/ES/2015,GAS_STATION,Carretera Tampico-Mante Km 23.89 No. 1312,-97.93737,22.4146
6034,HIGINIO ARISTARCO PRUDENTE CORONA,PEMEX,PL/4469/EXP/ES/2015,GAS_STATION,Carretera Chilpancingo-Quechultenango Km 39,-99.25207,17.41881
6035,DEAPRI MULTISERVICIOS SA DE CV,PEMEX,PL/3329/EXP/ES/2015,GAS_STATION,Boulevard Demetrio Ruiz Malerva No. 28,-97.42336,20.94943
6036,"SERVICIOS CUMBRES, S.A. DE C.V.",PEMEX,PL/4568/EXP/ES/2015,GAS_STATION,Avenida Paseo de Los Leones No. 2754,-100.384,25.71691
6037,hidrocarburos de la mixteca s.a. de c.v.,PEMEX,PL/3217/EXP/ES/2015,GAS_STATION,Itundutia Jurisdicción de La Agencia M. de Progreso,-97.56833,17.05084
6038,SERVICIO NUEVO MILENIO SA DE CV,PEMEX,PL/4119/EXP/ES/2015,GAS_STATION,Calle Oro Sur No. 618 Esquina Manuel Acuna,-106.4942,31.73715
6039,PROVEEDORA DE COMBUSTIBLES S. A. DE C. V.,PEMEX,PL/4466/EXP/ES/2015,GAS_STATION,Boulevard Díaz Ordaz Km 335,-100.4047,25.67452
6040,AUTO SERVICIO SAN MARTIN S.A. DE C.V.,PEMEX,PL/4225/EXP/ES/2015,GAS_STATION,Avenida Cipres No. 415,-98.27818,26.03708
6041,CONSER DE LA LAGUNA SA DE CV,PEMEX,PL/3450/EXP/ES/2015,GAS_STATION,Entronque Carretera Torreón - San Pedro No. 25,-103.2782,25.76421
6042,servigas hedal sa de cv,PEMEX,PL/3790/EXP/ES/2015,GAS_STATION,Avenida Adolfo López Mateos No. 198,-97.4054,20.96486
6043,"COMBUSTIBLES DE LEON, S.A. DE C.V.",PEMEX,PL/4390/EXP/ES/2015,GAS_STATION,Boulevard Aeropuerto No. 2516,-101.591,21.06564
6044,GRUPO SOL DEL GOLFO S.A. DE C.V.,PEMEX,PL/4187/EXP/ES/2015,GAS_STATION,Avenida Fonelas No. 500,-115.4714,32.58092
6045,MARIA DEL CARMEN CASAS HUERTA,PEMEX,PL/3629/EXP/ES/2015,GAS_STATION,Carretera a San Martin Km 11.3,-98.32503,19.23182
6046,Servicio Calleja S.A. de C.V.,PEMEX,PL/3355/EXP/ES/2015,GAS_STATION,Carretera Federal Chilpancingo-Acapulco Km 51 +160,-99.5148,17.23965
6047,Ecogas Santa Fe S.A. de C.V.,PEMEX,PL/3263/EXP/ES/2015,GAS_STATION,Paseo de La Garza No. 21,-100.4443,20.58951
6048,GASOLINERA LOLITA SA DE CV,PEMEX,PL/3747/EXP/ES/2015,GAS_STATION,Avenida Solidaridad Iberoamericana No. 7883,-103.3023,20.54839
6049,Servicio Famba S.A. de C.V.,PEMEX,PL/4431/EXP/ES/2015,GAS_STATION,Avenida Benito Juárez No. 2408,-107.9148,30.42908
6050,"SERVICIO LOS TOLTECAS, S.A. DE C.V.",PEMEX,PL/3985/EXP/ES/2015,GAS_STATION,Carretera Internacional Navojoa-Los Mochis Km 92,-109.1511,26.56801
6051,CIMA DEL TAJIN SA DE CV,PEMEX,PL/3758/EXP/ES/2015,GAS_STATION,Boulevard Adolfo López Mateos S/N,-97.46941,20.49765
6052,SERVICIO MAZAPILTEPEC SA DE CV,PEMEX,PL/3473/EXP/ES/2015,GAS_STATION,Avenida Principal S.N.,-97.69661,19.12391
6053,"AUTOSERVICIO ROSALES, S.A. DE C.V.",PEMEX,PL/3275/EXP/ES/2015,GAS_STATION,Boulevardpaseo Rio Sonora Esquina Dr. Domingo Olivares No. 422,-110.9771,29.0701
6054,HIDROCARBUROS ALOMAN SA DE CV,PEMEX,PL/3483/EXP/ES/2015,GAS_STATION,Camino a Tlaltepango No. 10804,-98.17769,19.08746
6055,LUBRICANTES Y GASOLINAS S.A. DE C.V.,PEMEX,PL/3947/EXP/ES/2015,GAS_STATION,Calzada Constitución Km 3.5 Sobre Lt.S 8 Y 10 S/N,-114.8137,32.46809
6056,GRUPO AMBAR PENINSULAR CALAFIA S.A. DE C.V.,PEMEX,PL/3973/EXP/ES/2015,GAS_STATION,Calzada Robledo Industrial No. 295,-115.4055,32.57822
6057,"MEOQUI CORPORACION, S.A. DE C.V.",PEMEX,PL/3224/EXP/ES/2015,GAS_STATION,Degollado No. 1200,-105.474,28.26935
6058,"COMBUSTIBLES REAL, S.A. DE C.V.",PEMEX,PL/3805/EXP/ES/2015,GAS_STATION,Ejercito Mexicano No. 1123 Entre Topacio Y Diamante,-96.11285,19.14084
6059,"PARADERO Y ESTACION DE SERVICIO CHABLE, SA DE CV",PEMEX,PL/3870/EXP/ES/2015,GAS_STATION,Carretera Villahermosa-Escarcega Km 146+236,-91.77827,17.86829
6060,"SUPERSERVICIO DEL VALLE DEL ORIENTE, S.A. DE C.V.",PEMEX,PL/3423/EXP/ES/2015,GAS_STATION,Carretera Federal No. 15 Predio 3 Exhacienda de Ocurio,-100.4429,19.48313
6061,GRUPO GASOLINERO OC SA DE CV,PEMEX,PL/3836/EXP/ES/2015,GAS_STATION,Melchor Ocampo No. 50,-98.18684,19.33674
6062,Gasolinera Arandas SA de CV,PEMEX,PL/4537/EXP/ES/2015,GAS_STATION,Libramiento Sur Arandas No. 2500,-102.3591,20.68789
6063,COMBUSTIBLES SUREÑOS SA DE CV,PEMEX,PL/4246/EXP/ES/2015,GAS_STATION,Frente a La Plaza Principal de La Localidad Santiago,-109.7146,23.48153
6064,SERVICIO NUEVA REFORMA SA DE CV,PEMEX,PL/4118/EXP/ES/2015,GAS_STATION,Avenida del Valle No. 297,-106.3532,31.64756
6065,LAS GRANJAS S.A. DE C.V.,PEMEX,PL/3515/EXP/ES/2015,GAS_STATION,Km 49 Carretera Cd. Aleman-Tinajas,-96.27216,18.3673
6066,"REFACCIONES MODERNAS ROMERO HNOS, S.A. DE C.V.",PEMEX,PL/3324/EXP/ES/2015,GAS_STATION,Avenida Ermita Iztapalapa No. 4020,-99.01485,19.35291
6067,CAMINO REAL GASOLINERA SA DE CV,PEMEX,PL/4190/EXP/ES/2015,GAS_STATION,Carretera 4 Carriles Hillo-Nogales,-110.9292,29.22239
6068,"ESTACION DE SERVICIO SAN ANTONIO, S.A. DE C.V.",PEMEX,PL/4571/EXP/ES/2015,GAS_STATION,Avenida Gral. Porfirio Díaz No. 74,-98.40675,16.47001
6069,ESTACION FRAY JUNIPERO SERRA SA DE CV,PEMEX,PL/3498/EXP/ES/2015,GAS_STATION,Anillo Vial Ii Fray Junipero Serra No. 3401,-100.4497,20.69001
6070,GASOLINERA VALLE DEL SUR S.A. DE C.V.,PEMEX,PL/3346/EXP/ES/2015,GAS_STATION,Carretera Federal Oaxaca-Puerto Ángel Km 102,-96.35021,16.3041
6071,SERVICIO LAZARO CARDENAS S.A. DE C.V.,PEMEX,PL/4442/EXP/ES/2015,GAS_STATION,Carretera La Trinitaria- Lagos de Montebello Km 24.900,-91.83917,16.12465
6072,GRUPO ALTAMIRANO MONROY S. A. DE C. V.  E06311,PEMEX,PL/4006/EXP/ES/2015,GAS_STATION,Boulevard Francisco Medina Ascencio No. 2035a Y 2035c,-105.2327,20.63752
6073,PETREOS SOL S.A. DE C.V.,PEMEX,PL/4935/EXP/ES/2015,GAS_STATION,Carretera Huasca San Miguel Regla Km 0+400,-98.67427,20.06629
6074,RZ GASOLINERIAS S. A. DE C.V.,PEMEX,PL/4651/EXP/ES/2015,GAS_STATION,Carretera Federal Tinajas-Ciudad Aleman Km 33.04,-96.3614,18.47475
6075,"SERVICIO ESPECIALIZADO EN LA REVISION Y CONSERVACION DE VEHICULOS AUTOMOTORES, S.A. DE C.V.",PEMEX,PL/3365/EXP/ES/2015,GAS_STATION,Avenida 51 Poniente No. 1118,-98.21996,19.02736
6076,NS Servicios Automotrices SA de CV,PEMEX,PL/4219/EXP/ES/2015,GAS_STATION,Periférico Nacozari No. 47,-109.6973,30.3773
6077,SERVICIO ESPECIALIZADO INTEGRAL DE LEON SA DE CV,PEMEX,PL/3671/EXP/ES/2015,GAS_STATION,Boulevard José Ma. Morelos No. 2739,-101.6303,21.13671
6078,PETROPLAZAS S.A. DE C.V.,PEMEX,PL/4705/EXP/ES/2015,GAS_STATION,Boulevard Enrique Felix Castro No. 3029 Norte,-107.417,24.82461
6079,"PRONTOGAS, S.A. DE C.V.",PEMEX,PL/4236/EXP/ES/2015,GAS_STATION,Periférico Lombardo Toledano Esquina Privada Potosi,-106.038,28.65041
6080,"COMBUSTIBLES DE YUCATAN, S.A. DE C.V.",PEMEX,PL/4016/EXP/ES/2015,GAS_STATION,Avenida Anillo Periférico Manuel Berzunza Tablaje Catastral 13950,-89.65586,21.03402
6081,"EXPRESS GAS, S.A. DE C.V.",PEMEX,PL/3300/EXP/ES/2015,GAS_STATION,Libramiento Oriente No. 2055,-100.9252,22.11824
6082,GASOLINERA EL RODEO SA DE CV,PEMEX,PL/4821/EXP/ES/2015,GAS_STATION,Carretera Tepic San Blas 332 Kilometro 1,-104.9291,21.52803
6083,ELIA HERNANDEZ GUTIERREZ,PEMEX,PL/3232/EXP/ES/2015,GAS_STATION,Carretera Zumpango-Apaxco S/N,-99.14358,19.90034
6084,Servicio Rio Avia SA de CV,PEMEX,PL/3505/EXP/ES/2015,GAS_STATION,Avenida Chapultepec S/N,-99.25842,19.59299
6085,"SERVICIOS DEL CERRO DE LA MEMORIA, S.A. DE C.V.",PEMEX,PL/4087/EXP/ES/2015,GAS_STATION,Carretera Internacional México 15 Km 202.2,-108.96,25.81209
6086,GASOLINAS REDGAS SA DE CV,PEMEX,PL/4791/EXP/ES/2015,GAS_STATION,Boulevard La Pedrera No. 2929,-98.20792,19.0754
6087,SERVICIO OXNARD SA DE CV,PEMEX,PL/4502/EXP/ES/2015,GAS_STATION,Avenida Ejercito del Trabajo Mz. 49 S/N,-99.07197,19.50705
6088,"MULTISERVICIO LA PLATA, S.A. DE C.V.",PEMEX,PL/4053/EXP/ES/2015,GAS_STATION,Boulevard de La Nación No. 2,-102.4965,22.73988
6089,SERVICIO BALLEZA S. A DE C.V,PEMEX,PL/3975/EXP/ES/2015,GAS_STATION,Carretera Parral-Balleza Km 103,-106.3495,26.95026
6090,INMOBILIARIA HEDAL  S A DE CV,PEMEX,PL/4640/EXP/ES/2015,GAS_STATION,Km 43 Carretera Tuxpan-Tampico Alazan Ver,-97.73135,21.09188
6091,"GASOLINERA LA JOYA, S.A. DE C.V.",PEMEX,PL/4097/EXP/ES/2015,GAS_STATION,Boulevard Agustin Sosa Chavez Esquina Boulevard Luis Salido No. 502,-109.4567,27.0631
6092,Servicios Petroquimicos 2000 S de Rl de Cv,PEMEX,PL/4256/EXP/ES/2015,GAS_STATION,Corredor Tijuana-Rosarito 2000 No. 24987,-116.8498,32.49749
6093,ESTACIÓN DE SERVICIO SAN JERÓNIMO SA DE CV,PEMEX,PL/3730/EXP/ES/2015,GAS_STATION,Carretera Federal México - Puebla Km 80.792,-98.42093,19.21351
6094,ESTACION FLORIDO S.A. DE C.V.,PEMEX,PL/3828/EXP/ES/2015,GAS_STATION,Avenida Murua Martinez No. 20005,-116.9249,32.52115
6095,ENERGETICOS DE CORDOBA  SA  DE CV,PEMEX,PL/3744/EXP/ES/2015,GAS_STATION,Carretera Federal Cordoba-Veracruz S/N Desviación a Omealca,-96.82055,18.83799
6096,"GASOLINERA EL CARRIZO, S.A. DE C.V.",PEMEX,PL/4101/EXP/ES/2015,GAS_STATION,Rio Fuerte S/N,-109.0417,26.26952
6097,CARLUNY EXPRESS S DE RL DE CV,PEMEX,PL/4970/EXP/ES/2015,GAS_STATION,Rio Mante No. 2430,-98.2953,26.06581
6098,"GRUPO EMPRESARIAL 3 MIXTECAS, S.A. DE C.V.",PEMEX,PL/3294/EXP/ES/2015,GAS_STATION,Boulevard Juxtlahuaca Putla S-N,-98.01373,17.32685
6099,"SUPER SERVICIOS SAN JUAN, S.A. DE C.V.",PEMEX,PL/4642/EXP/ES/2015,GAS_STATION,Pascual Orozco,-99.3459,19.89367
6100,"SERVICIO SAN ANGEL, SA DE CV",PEMEX,PL/4547/EXP/ES/2015,GAS_STATION,Boulevard Díaz Ordaz No. 2123 Esquina Con 20 de Noviembre,-100.4203,25.67506
6101,"GRUPO FERCHE, S.A. DE C.V.",PEMEX,PL/3546/EXP/ES/2015,GAS_STATION,Carretera Estatal Xalapa-Coatepec Km 2.00,-96.936,19.50856
6102,ALFREDO ZEPEDA HUICOCHEA,PEMEX,PL/4900/EXP/ES/2015,GAS_STATION,Josefa Ortiz de Dominguez No. 135,-99.17744,18.61645
6103,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PEMEX,PL/3618/EXP/ES/2015,GAS_STATION,Boulevard Gustavo Díaz Ordaz 1801,-101.347,20.67913
6104,"SERVICIOS Y COMBUSTIBLES ROJO, S.A. DE C.V.",PEMEX,PL/3555/EXP/ES/2015,GAS_STATION,Carretera Zacapu-Villa Jimenez No. 2731,-101.77,19.83637
6105,PETROPLAZAS S.A. DE C.V.,PEMEX,PL/4861/EXP/ES/2015,GAS_STATION,Avenida Manuel J. Clouthier S/N,-106.3792,23.26119
6106,GASOLINERA LAS PALMAS S.A. DE C.V.,PEMEX,PL/3533/EXP/ES/2015,GAS_STATION,Boulevard Adolfo López Mateos No. 1001,-97.86459,22.28392
6107,Servicios El Campiño SA de CV,PEMEX,PL/3282/EXP/ES/2015,GAS_STATION,Boulevard Arturo Montiel Rojas No. 801,-99.2862,19.61376
6108,SERVICIO KINO SA,PEMEX,PL/3352/EXP/ES/2015,GAS_STATION,Boulevard Padre Kino No. 1345,-110.3022,24.14397
6109,SERVICIO SAN RAMON SA DE CV,PEMEX,PL/3652/EXP/ES/2015,GAS_STATION,Boulevard Emiliano Zapata No. 876,-107.4025,24.79688
6110,SERVICIO ANAPRA SA DE CV,PEMEX,PL/3326/EXP/ES/2015,GAS_STATION,Boulevard Ing. Bernardo Norzagaray No. 3520,-106.4979,31.75179
6111,"Diaz Gas, S.A. de C.V.",PEMEX,PL/4201/EXP/ES/2015,GAS_STATION,Avenida Tecnologico No. 29,-105.6495,26.93216
6112,Servicio Arenas SA de CV,PEMEX,PL/3520/EXP/ES/2015,GAS_STATION,Parque Lira No. 137,-99.18777,19.40472
6113,ESTACION DE SERVICIO OAXTEPEC S.A. DE C.V.,PEMEX,PL/4942/EXP/ES/2015,GAS_STATION,Super Carretera México - Cuautla Km 28.5,-98.97407,18.89116
6114,SERVICIO ACATLIPA S.A DE C.V,PEMEX,PL/3867/EXP/ES/2015,GAS_STATION,Carretera Federal México-Acapulco Km 87,-99.22565,18.83422
6115,AGENCIA DE  COMB. Y LUB EL MORRO SA DE CV,PEMEX,PL/4274/EXP/ES/2015,GAS_STATION,Valentin Amador No. 500,-100.9394,22.17628
6116,LUIS ARMANDO RUIZ GARCIA,PEMEX,PL/4371/EXP/ES/2015,GAS_STATION,Boulevard Sierra Gorda No. 170,-100.5273,21.29636
6117,ELIZABETH GUZMAN JIMENEZ,PEMEX,PL/4621/EXP/ES/2015,GAS_STATION,Camino a Mazatepec No. 1,-97.4862,19.85344
6118,"Estación de Servicio El Orito, S.A. de C.V.",PEMEX,PL/3890/EXP/ES/2015,GAS_STATION,Carretera a Guadalajara No. 1203,-102.6058,22.75044
6119,SUMINISTROS DE COMBUSTIBLES Y LUBRICANTES TAC SACV,PEMEX,PL/4181/EXP/ES/2015,GAS_STATION,Calle 35 No. 603,-96.92065,18.88456
6120,"MULTISERVICIOS ALLENDE, SA DE CV",PEMEX,PL/3803/EXP/ES/2015,GAS_STATION,Carretera Allende Cadereyta Km 2.6,-100.0017,25.30398
6121,"GRUPO YOROK, S.A. DE C.V.",PEMEX,PL/4703/EXP/ES/2015,GAS_STATION,Carretera Lago de Guadalupe Mz. 128 Lt. 25,-99.22108,19.57992
6122,SERVICIO SEBASTOPOL S.A. DE C.V.,PEMEX,PL/3448/EXP/ES/2015,GAS_STATION,Km 6 Carretera Tuxtepec – Oaxaca,-96.16289,18.04059
6123,KIARA EDITH BETANCOURT MORENO,PEMEX,PL/3517/EXP/ES/2015,GAS_STATION,Avenida Comisión Tepalcatepec No. 120,-102.848,19.18229
6124,"Inmobiliaria del Zazil Há, S.A. de C.V.",PEMEX,PL/4042/EXP/ES/2015,GAS_STATION,Boulevar Kukulcan Mz. 53 Km 14+976 Laguna Nichupté,-86.77389,21.08612
6125,"SUPER'S RAPÍDITOS BIP BIP, S.A. DE C.V.",PEMEX,PL/4597/EXP/ES/2015,GAS_STATION,Avenida de Las Torres No. 3151-1,-106.4039,31.59892
6126,"ABASTECEDORA SUZUKA, S.A. DE C.V.",PEMEX,PL/4388/EXP/ES/2015,GAS_STATION,Avenida Leyes de Reforma No. 1,-99.07701,19.37857
6127,GUSTAVO DE LA SOTA BALVANERA,PEMEX,PL/3998/EXP/ES/2015,GAS_STATION,Carretera San José Iturbide - San Luis de La Paz Km 2,-100.3893,21.01304
6128,Puerto Alisas SA de CV,PEMEX,PL/4170/EXP/ES/2015,GAS_STATION,Calle Tianguis No. 16,-99.08096,19.37984
6129,"SERVICIO ISLETA, SA DE CV   E03018",PEMEX,PL/3809/EXP/ES/2015,GAS_STATION,Tercera Avenida Y Calle Segunda,-97.8426,22.21013
6130,"SERVICIO ESCAMELA, S.A. DE C.V.",PEMEX,PL/3799/EXP/ES/2015,GAS_STATION,Avenida Circunvalación Esquina Oriente 7 No. 2677,-97.0891,18.85722
6131,COMBUSTIBLES CERRO BLANCO SA DE CV,PEMEX,PL/4177/EXP/ES/2015,GAS_STATION,Cerros Blancos N.- 3499,-107.2948,30.68398
6132,"Corporativo Gasolinero del Caribe, S.A. de C.V.",PEMEX,PL/4146/EXP/ES/2015,GAS_STATION,Calle 59-A No. 601 X 88 Y 90,-89.64317,20.97712
6133,SUPER SERVICIO CORONA EL OLMO SA DE CV,PEMEX,PL/4366/EXP/ES/2015,GAS_STATION,Carretera Nacional Victoria- Monterrey Km 27,-99.11102,23.97939
6134,SERVICIO JIMENEZ DE LA HUASTECA SA DE CV,PEMEX,PL/4755/EXP/ES/2015,GAS_STATION,Carretera Pachuca- Tampico Km 218.9,-98.40089,21.16266
6135,Super Gas Dalias S.A. DE C.V.,PEMEX,PL/3645/EXP/ES/2015,GAS_STATION,Dalias No. 1100,-100.9342,22.1274
6136,"ESTACION PIRU, S.A. DE C.V.",PEMEX,PL/3869/EXP/ES/2015,GAS_STATION,Gustavo Díaz Ordaz No. 14211,-116.9702,32.50063
6137,COMBUSTIBLES Y LUBRICANTES LAS LOMAS SA DE CV,PEMEX,PL/4280/EXP/ES/2015,GAS_STATION,Km 6 Carretera Coatepec- Las Trancas,-96.90924,19.43514
6138,"GASOLINERIA SAN FERNANDO, S.A.",PEMEX,PL/4932/EXP/ES/2015,GAS_STATION,Carretera México-Veracruz Km 193,-97.64879,19.32441
6139,GRUPO GASOLINERO DEL PACIFICO S.A. DE C.V.,PEMEX,PL/3877/EXP/ES/2015,GAS_STATION,Avenida Jacarandas No. 417,-104.9113,21.50053
6140,PETROPLAZAS S.A. DE C.V.,PEMEX,PL/4919/EXP/ES/2015,GAS_STATION,Avenida Camaron Sabalo S/N,-106.4578,23.2554
6141,SERVICIO ANZURES S.A. DE C.V,PEMEX,PL/3384/EXP/ES/2015,GAS_STATION,Bahia de Santa Barbara No. 182,-99.17178,19.43506
6142,Grecia S.A. de C.V.,PEMEX,PL/3335/EXP/ES/2015,GAS_STATION,Periférico Km 45.418 Tablaje Catastral 18820,-89.69935,20.95649
6143,ESTACIÓN DE SERVICIOS ARROYO VENADO SA. DE CV.,PEMEX,PL/3578/EXP/ES/2015,GAS_STATION,Domicilio Conocido S/N Sección Tercera,-96.53048,18.07968
6144,"AUTOSERVICIO PALMA REAL, SA DE CV",PEMEX,PL/3306/EXP/ES/2015,GAS_STATION,Avenida Puebla No. 701,-97.46188,20.54469
